,tipo,bairro,area_total,quartos,banheiros,vagas,academia,churrasqueira,elevador,salao_festa,piscina,condominio,preco
1918,2,Barcelona,88,3,2,2,0,1,1,1,0,520.0,450000
1919,2,Santo Antônio,62,2,2,2,0,1,1,0,1,19.0,475000
1920,2,Mauá,79,3,2,2,0,0,1,0,0,150.0,495000
1921,2,Centro,150,4,2,2,0,1,1,1,1,511.0,630000
1922,2,Osvaldo Cruz,61,2,1,1,1,0,1,1,0,508.0,510000
1923,2,Santa Maria,76,2,3,3,0,1,1,1,1,550.0,4199000
1924,2,Boa Vista,79,3,1,1,0,1,1,1,1,1.0,700000
1925,2,Olímpico,55,2,2,2,0,0,1,0,0,450.0,2969000
1926,2,Santa Paula,174,3,1,1,0,1,1,1,1,600.0,990000
1927,2,Boa Vista,65,2,2,2,0,1,1,1,1,385.0,365000
1928,2,Olímpico,90,2,2,2,0,0,1,1,1,14.0,850000
1929,2,Santa Paula,90,3,1,1,0,1,1,1,1,775.0,650000
1930,2,Santa Paula,180,3,2,2,1,1,0,0,0,450.0,1200000
1931,2,Santa Maria,67,3,1,1,0,1,1,1,1,878.0,240000
1932,2,Barcelona,65,2,2,2,1,0,1,1,0,738.0,435000
1933,2,Olímpico,70,2,1,1,0,1,1,1,1,395.0,395000
1934,2,Santa Maria,75,2,2,2,0,1,1,1,1,447.0,460000
1935,2,Santa Maria,160,3,2,2,1,1,1,1,0,482.0,7499000
1936,2,Santa Paula,84,3, -- , -- ,0,1,1,1,1,478.0,750000
1937,2,Nova Gerty,140,2,2,2,0,0,0,0,0,351.0,500000
1938,2,Cerâmica,56,2,1,1,1,0,0,1,1,568.0,459000
1939,2,Cerâmica,68,2,3,3,1,1,0,1,1,430.0,720000
1940,2,Santa Maria,64,2,3,3,0,0,1,1,0,535.0,390000
1941,2,Cerâmica,65,2,6,6,0,1,1,1,1,105.0,430000
1942,2,Jardim Sao Caetano,80,3,4,4,1,1,1,1,0,500.0,495000
1943,2,Olímpico,264,3,2,2,0,1,1,0,1,520.0,1980000
1944,2,Santo Antônio,113,2,2,2,0,1,1,1,1,19.0,1130000
1945,2,Fundação,61,2,4,4,0,1,1,1,0,150.0,331000
1946,2,Cerâmica,90,2,2,2,0,1,1,0,1,511.0,990000
1947,2,Santa Paula,106,3,2,2,0,0,1,0,0,515.0,550000
1948,2,Cerâmica,68,2, -- , -- ,0,1,1,1,1,508.0,6498000
1949,2,Barcelona,68,2,1,1,1,0,1,1,0,550.0,450000
1950,2,Barcelona,67,2,1,1,0,1,1,1,1,1.0,455000
1951,2,Barcelona,88,3,2,2,0,1,1,1,1,450.0,450000
1952,2,Santo Antônio,62,2,2,2,0,0,1,0,0,385.0,475000
1953,2,Mauá,79,3,3,3,0,1,1,1,1,561.0,495000
1954,2,Centro,150,4,2,2,1,1,1,1,0,14.0,630000
1955,2,Osvaldo Cruz,61,2,1,1,1,1,0,0,0,450.0,510000
1956,2,Santa Maria,76,2,4,4,0,1,1,1,1,878.0,4199000
1957,2,Boa Vista,79,3,2,2,1,0,1,1,0,738.0,700000
1958,2,Olímpico,55,2,2,2,0,1,1,1,1,395.0,2969000
1959,2,Santa Paula,174,3,1,1,1,0,0,1,1,410.0,990000
1960,2,Boa Vista,65,2,2,2,0,1,1,1,1,447.0,365000
1961,2,Olímpico,90,2,2,2,0,1,1,1,1,478.0,850000
1962,2,Santa Paula,90,3,1,1,0,0,0,0,0,300.0,650000
1963,2,Santa Paula,180,3,2,2,1,0,0,1,1,105.0,1200000
1964,2,Santa Maria,67,3,1,1,1,1,0,1,1,351.0,240000
1965,2,Barcelona,65,2,2,2,0,0,1,0,0,568.0,435000
1966,2,Olímpico,70,2,1,1,0,0,0,0,0,430.0,395000
1967,2,Santa Maria,75,2,2,2,0,1,1,1,1,105.0,460000
1968,2,Santa Maria,160,3,3,3,0,1,1,1,1,500.0,7499000
1969,2,Santa Paula,84,3,1,1,0,1,1,1,0,520.0,750000
1970,2,Nova Gerty,140,2,1,1,0,0,1,1,0,19.0,500000
1971,2,Cerâmica,56,2,1,1,0,1,1,1,1,150.0,459000
1972,2,Cerâmica,68,2,2,2,0,0,1,1,0,511.0,720000
1973,2,Santa Maria,64,2,1,1,0,1,1,1,1,515.0,390000
1974,2,Cerâmica,65,2,2,2,1,1,1,1,0,508.0,430000
1975,2,Jardim Sao Caetano,80,3,2,2,1,1,1,1,0,550.0,495000
1976,2,Olímpico,264,3,3,3,0,1,1,0,1,1.0,1980000
1977,2,Santo Antônio,113,2, -- , -- ,0,1,1,1,1,450.0,1130000
1978,2,Fundação,61,2,2,2,0,1,1,1,0,600.0,331000
1979,2,Cerâmica,90,2,2,2,0,1,1,0,1,385.0,990000
1980,2,Santa Paula,106,3,1,1,0,0,1,0,0,561.0,550000
1981,2,Cerâmica,68,2, -- , -- ,0,1,1,1,1,14.0,6498000
1982,2,Barcelona,68,2,1,1,0,1,1,1,1,775.0,450000
1983,2,Barcelona,67,2,1,1,1,0,1,1,0,450.0,455000
1984,2,Barcelona,88,3,3,3,0,1,1,1,1,878.0,450000
1985,2,Santo Antônio,62,2,1,1,0,1,1,1,1,738.0,475000
1986,2,Mauá,79,3,3,3,0,0,1,0,0,395.0,495000
1987,2,Santa Maria,76,2,1,1,0,1,1,1,1,410.0,4199000
1988,2,Boa Vista,79,3,1,1,1,1,1,1,0,482.0,700000
1989,2,Santa Paula,174,3,1,1,0,0,1,1,1,478.0,990000
1990,2,Boa Vista,65,2,1,1,0,1,1,1,1,105.0,365000
1991,2,Olímpico,90,2,4,4,1,1,0,0,0,351.0,850000
1992,2,Santa Paula,90,3,2,2,0,1,1,1,1,568.0,650000
1993,2,Santa Paula,180,3,4,4,1,0,1,1,0,430.0,1200000
1994,2,Santa Maria,67,3,2,2,1,0,0,1,1,105.0,240000
1995,2,Olímpico,70,2,1,1,0,1,1,1,1,500.0,395000
1996,2,Santa Maria,75,2,2,2,1,1,1,1,0,520.0,460000
1997,2,Santa Maria,160,3,1,1,0,1,1,1,1,19.0,7499000
1998,2,Santa Paula,84,3,3,3,0,0,0,0,0,150.0,750000
1999,2,Nova Gerty,140,2, 2-3 , 2-3 ,1,0,0,1,1,511.0,500000
2000,2,Cerâmica,56,2,2,2,0,0,1,1,0,508.0,459000
2001,2,Santa Maria,64,2,1,1,0,0,1,1,0,550.0,390000
2002,2,Cerâmica,65,2,2,2,0,1,1,1,1,1.0,430000
2003,2,Olímpico,264,3,1,1,1,1,1,1,0,450.0,1980000
2004,2,Santo Antônio,113,2,3,3,0,1,1,0,1,600.0,1130000
2005,2,Fundação,61,2,2,2,0,1,1,1,1,385.0,331000
2006,2,Cerâmica,90,2,1,1,0,1,1,1,0,561.0,990000
2007,2,Santa Paula,106,3,2,2,0,1,1,0,1,14.0,550000
2008,2,Cerâmica,68,2,2,2,0,0,1,0,0,775.0,6498000
2009,2,Barcelona,68,2, -- , -- ,0,1,1,1,1,450.0,450000
2010,2,Barcelona,67,2,1,1,1,0,1,1,0,878.0,455000
2011,2,Barcelona,88,3,1,1,0,1,1,1,1,738.0,450000
2012,2,Santo Antônio,62,2,3,3,0,1,1,1,1,395.0,475000
2013,2,Mauá,79,3,1,1,0,0,1,0,0,410.0,495000
2014,2,Nova Gerty,40,1,3,3,0,1,1,1,1,447.0,319000
2015,1,Boa Vista,127,3,3,3,0,1,1,1,1,482.0,530000
2016,2,Fundação,68,2,2,2,1,1,1,1,0,478.0,420000
2017,2,Santo Antônio,160,4,1,1,0,0,1,1,1,105.0,1050000
2018,2,Centro,70,2,2,2,1,1,0,0,0,351.0,500000
2019,2,Santa Maria,150,2,1,1,0,1,1,1,1,568.0,750000
2020,2,Centro,150,4,2,2,1,0,1,1,0,430.0,630000
2021,2,Santa Maria,76,2,3,3,1,0,0,1,1,105.0,4199000
2022,2,Boa Vista,79,3,2,2,0,1,1,1,1,500.0,700000
2023,2,Santa Paula,174,3,1,1,1,1,1,1,0,520.0,990000
2024,2,Boa Vista,65,2,1,1,0,1,1,1,1,19.0,365000
2025,2,Olímpico,90,2,1,1,0,0,0,0,0,150.0,850000
2026,2,Santa Paula,90,3,3,3,1,0,0,1,1,511.0,650000
2027,2,Santa Paula,180,3,3,3,0,0,1,0,0,508.0,1200000
2028,2,Santa Maria,67,3,2,2,0,0,0,0,0,550.0,240000
2029,2,Olímpico,70,2,3,3,0,1,1,1,1,1.0,395000
2030,2,Santa Maria,75,2,3,3,0,1,1,1,1,450.0,460000
2031,2,Santa Maria,160,3,5,5,0,0,1,1,0,600.0,7499000
2032,2,Santa Paula,84,3,3,3,0,1,1,1,1,385.0,750000
2033,2,Nova Gerty,140,2,1,1,0,1,1,1,1,14.0,500000
2034,2,Cerâmica,56,2,2,2,1,1,1,1,0,775.0,459000
2035,2,Cerâmica,68,2,2,2,1,1,1,1,0,450.0,720000
2036,2,Santa Maria,64,2,2,2,0,1,1,0,1,878.0,390000
2037,2,Cerâmica,65,2,1,1,0,1,1,1,1,738.0,430000
2038,2,Olímpico,264,3,2,2,0,1,1,1,0,395.0,1980000
2039,2,Santo Antônio,113,2,1,1,0,1,1,0,1,410.0,1130000
2040,2,Fundação,61,2,2,2,0,0,1,0,0,447.0,331000
2041,2,Cerâmica,90,2,1,1,0,1,1,1,1,482.0,990000
2042,2,Santa Paula,106,3,2,2,0,1,1,1,1,478.0,550000
2043,2,Cerâmica,68,2,2,2,1,0,1,1,0,105.0,6498000
2044,2,Barcelona,68,2,2,2,0,1,1,1,1,351.0,450000
2045,2,Barcelona,67,2,1,1,0,1,1,1,1,568.0,455000
2046,2,Barcelona,88,3,2,2,0,0,1,0,0,430.0,450000
2047,2,Santo Antônio,62,2,1,1,0,1,1,1,1,535.0,475000
2048,2,Mauá,79,3,2,2,0,1,1,1,1,105.0,495000
2049,2,Nova Gerty,40,1,2,2,1,1,1,1,0,500.0,319000
2050,1,Boa Vista,127,3,2,2,0,0,1,1,1,520.0,530000
2051,2,Fundação,68,2,3,3,0,1,1,1,1,19.0,420000
2052,2,Santo Antônio,160,4,2,2,1,1,0,0,0,150.0,1050000
2053,2,Centro,150,4,3,3,0,1,1,1,1,511.0,630000
2054,2,Santa Maria,76,2,3,3,0,1,1,1,1,508.0,4199000
2055,2,Boa Vista,79,3,1,1,1,0,0,1,1,550.0,700000
2056,2,Santa Paula,174,3,2,2,0,1,1,1,1,1.0,990000
2057,2,Boa Vista,65,2,2,2,1,1,1,1,0,450.0,365000
2058,2,Olímpico,90,2,2,2,0,1,1,1,1,600.0,850000
2059,2,Santa Paula,90,3,1,1,0,0,0,0,0,385.0,650000
2060,2,Santa Paula,180,3,1,1,1,1,0,1,1,14.0,1200000
2061,2,Santa Maria,67,3,2,2,0,0,1,1,0,775.0,240000
2062,2,Olímpico,70,2,1,1,0,1,1,1,1,450.0,395000
2063,2,Santa Maria,75,2,2,2,0,0,1,1,0,878.0,460000
2064,2,Santa Maria,160,3,1,1,0,1,1,1,1,738.0,7499000
2065,2,Santa Paula,84,3,2,2,1,1,1,1,0,395.0,750000
2066,2,Nova Gerty,140,2,1,1,0,1,1,0,1,447.0,500000
2067,2,Cerâmica,56,2,2,2,0,1,1,1,1,482.0,459000
2068,2,Cerâmica,68,2,2,2,0,1,1,1,0,478.0,720000
2069,2,Santa Maria,64,2, -- , -- ,0,1,1,0,1,105.0,390000
2070,2,Cerâmica,65,2,2,2,0,0,1,0,0,351.0,430000
2071,2,Olímpico,264,3,1,1,0,1,1,1,1,568.0,1980000
2072,2,Santo Antônio,113,2,3,3,0,1,1,1,1,430.0,1130000
2073,2,Fundação,61,2,1,1,1,0,1,1,0,535.0,331000
2074,2,Cerâmica,90,2,2,2,0,1,1,1,1,105.0,990000
2075,2,Santa Paula,106,3,2,2,0,1,1,1,1,500.0,550000
2076,2,Cerâmica,68,2,3,3,0,0,1,0,0,520.0,6498000
2077,2,Barcelona,68,2,3,3,0,1,1,1,1,19.0,450000
2078,2,Barcelona,67,2,6,6,0,1,1,1,1,150.0,455000
2079,2,Barcelona,88,3,4,4,1,1,1,1,0,511.0,450000
2080,2,Santo Antônio,62,2,2,2,0,0,1,1,1,515.0,475000
2081,2,Mauá,79,3,2,2,0,1,1,1,1,508.0,495000
2082,2,Nova Gerty,40,1,4,4,1,1,0,0,0,550.0,319000
2083,1,Boa Vista,127,3,2,2,0,1,1,1,1,1.0,530000
2084,2,Fundação,68,2,2,2,1,0,1,1,0,450.0,420000
2085,2,Santo Antônio,160,4, -- , -- ,0,1,1,1,1,600.0,1050000
2086,2,Centro,150,4,1,1,1,0,0,1,1,385.0,630000
2087,2,Osvaldo Cruz,61,2,2,2,1,1,1,1,0,14.0,510000
2088,2,Santa Maria,76,2,2,2,0,1,1,1,1,775.0,4199000
2089,2,Boa Vista,79,3,3,3,0,0,0,0,0,450.0,700000
2090,2,Olímpico,55,2,2,2,1,0,0,1,1,878.0,2969000
2091,2,Santa Paula,174,3,3,3,1,1,0,1,1,738.0,990000
2092,2,Boa Vista,65,2,1,1,0,0,1,1,0,395.0,365000
2093,2,Olímpico,90,2,2,2,1,1,1,1,0,447.0,850000
2094,2,Santa Paula,90,3,2,2,0,1,1,0,1,482.0,650000
2095,2,Santa Paula,180,3,1,1,0,1,1,1,1,478.0,1200000
2096,2,Santa Maria,67,3,2,2,0,1,1,1,0,105.0,240000
2097,2,Barcelona,65,2,2,2,0,1,1,0,1,568.0,435000
2098,2,Olímpico,70,2,2,2,0,0,1,0,0,430.0,395000
2099,2,Santa Maria,75,2,2,2,1,0,1,1,0,500.0,460000
2100,2,Santa Maria,160,3,1,1,0,1,1,1,1,520.0,7499000
2101,2,Santa Paula,84,3,2,2,0,1,1,1,1,19.0,750000
2102,2,Nova Gerty,140,2,1,1,0,0,1,0,0,150.0,500000
2103,2,Cerâmica,56,2,2,2,0,1,1,1,1,515.0,459000
2104,2,Cerâmica,68,2,2,2,1,1,1,1,0,508.0,720000
2105,2,Santa Maria,64,2,3,3,0,0,1,1,1,550.0,390000
2106,2,Cerâmica,65,2,1,1,1,1,0,0,0,1.0,430000
2107,2,Jardim Sao Caetano,80,3,1,1,0,1,1,1,1,450.0,495000
2108,2,Olímpico,264,3,1,1,1,0,1,1,0,600.0,1980000
2109,2,Santo Antônio,113,2,2,2,0,1,1,1,1,385.0,1130000
2110,2,Fundação,61,2,1,1,1,0,0,1,1,561.0,331000
2111,2,Cerâmica,90,2,2,2,0,1,1,1,1,14.0,990000
2112,2,Santa Paula,106,3,2,2,1,1,1,1,0,775.0,550000
2113,2,Cerâmica,68,2,3,3,0,1,1,1,1,450.0,6498000
2114,2,Barcelona,68,2, -- , -- ,0,0,0,0,0,878.0,450000
2115,2,Barcelona,67,2,2,2,1,0,0,1,1,738.0,455000
2116,2,Barcelona,88,3,2,2,1,1,0,1,1,395.0,450000
2117,2,Santo Antônio,62,2,1,1,0,0,1,0,0,410.0,475000
2118,2,Mauá,79,3, -- , -- ,0,0,0,0,0,447.0,495000
2119,2,Osvaldo Cruz,61,2,1,1,0,1,1,1,1,482.0,510000
2120,2,Santa Maria,76,2,3,3,0,1,1,1,1,300.0,4199000
2121,2,Boa Vista,79,3,1,1,0,1,1,1,0,500.0,700000
2122,2,Olímpico,55,2,3,3,0,0,1,1,0,12.0,2969000
2123,2,Santa Paula,174,3,1,1,0,1,1,1,1,105.0,990000
2124,2,Boa Vista,65,2,2,2,0,0,1,1,0,351.0,365000
2125,2,Olímpico,90,2,1,1,0,1,1,1,1,568.0,850000
2126,2,Santa Paula,90,3,1,1,1,1,1,1,0,535.0,650000
2127,2,Santa Paula,180,3,3,3,0,1,1,0,1,105.0,1200000
2128,2,Santa Maria,67,3, 2-3 , 2-3 ,0,1,1,1,1,500.0,240000
2129,2,Barcelona,65,2,2,2,0,1,1,1,0,520.0,435000
2130,2,Olímpico,70,2,2,2,0,1,1,0,1,19.0,395000
2131,2,Santa Maria,75,2,1,1,0,0,1,0,0,150.0,460000
2132,2,Santa Maria,160,3,1,1,0,1,1,1,1,515.0,7499000
2133,2,Santa Paula,84,3,3,3,1,0,1,1,0,508.0,750000
2134,2,Nova Gerty,140,2,2,2,0,1,1,1,1,550.0,500000
2135,2,Cerâmica,56,2,1,1,0,1,1,1,1,1.0,459000
2136,2,Santa Maria,64,2,2,2,0,0,1,0,0,450.0,390000
2137,2,Cerâmica,65,2,2,2,0,1,1,1,1,600.0,430000
2138,2,Jardim Sao Caetano,80,3, -- , -- ,0,1,1,1,1,385.0,495000
2139,2,Olímpico,264,3,1,1,1,1,1,1,0,561.0,1980000
2140,2,Santo Antônio,113,2,1,1,0,0,1,1,1,14.0,1130000
2141,2,Fundação,61,2,3,3,0,1,1,1,1,775.0,331000
2142,2,Cerâmica,90,2,1,1,1,1,0,0,0,450.0,990000
2143,2,Santa Paula,106,3,3,3,0,1,1,1,1,878.0,550000
2144,2,Cerâmica,68,2,3,3,1,0,1,1,0,738.0,6498000
2145,2,Barcelona,68,2,2,2,0,1,1,1,1,395.0,450000
2146,2,Barcelona,67,2,1,1,1,0,0,1,1,410.0,455000
2147,2,Barcelona,88,3,2,2,0,1,1,1,1,447.0,450000
2148,2,Santo Antônio,62,2,1,1,1,1,1,1,0,482.0,475000
2149,2,Mauá,79,3,2,2,0,1,1,1,1,478.0,495000
2150,2,Nova Gerty,40,1,2,2,0,0,0,0,0,568.0,319000
2151,1,Boa Vista,127,3,3,3,1,0,0,1,1,430.0,530000
2152,2,Centro,150,4,2,2,1,1,0,1,1,105.0,630000
2153,2,Osvaldo Cruz,61,2,1,1,0,0,1,1,0,520.0,510000
